,dataset,preprocessing,clf_type,params,accuracy,dif_accuracy,balanced_accuracy,dif_balanced_accuracy,recall,dif_recall,precision,dif_precision,fpr,dif_fpr,selection_rate,dif_selection_rate,dif_statistical_parity,dif_equal_opp,dif_avg_odds,disparate_impacto_ratio
0,German,sem pré-processamento,Random Forest,"{'n_estimators': 120, 'random_state': 42}",0.755,0.03292248147067345,0.6488095238095237,0.029630203973684155,0.9142857142857144,0.0332774265378345,0.7759259259259259,0.04260123379478237,0.6166666666666667,0.08979709374446221,0.825,0.07363722501005743,0.07363722501005743,0.0332774265378345,0.061537260141148326,0.9145191662797296
1,German,sem pré-processamento,Random Forest,"{'n_estimators': 140, 'random_state': 42}",0.755,0.02356362327460587,0.6478571428571429,0.0442194235144292,0.9157142857142857,0.035219889458825426,0.7751564601976955,0.0324264508565027,0.62,0.12365873648768388,0.827,0.08578620319949798,0.08578620319949798,0.035219889458825426,0.07943931297325464,0.9007832445332445
2,German,sem pré-processamento,Random Forest,"{'n_estimators': 160, 'random_state': 42}",0.757,0.026453796685010522,0.6511904761904762,0.03528992406083775,0.9157142857142857,0.028253330152292366,0.7770202762268587,0.03817759013212613,0.6133333333333333,0.09883317827396776,0.825,0.07356199330086949,0.07356199330086949,0.028253330152292366,0.06354325421313006,0.9139305910139244
3,German,sem pré-processamento,Random Forest,"{'n_estimators': 180, 'random_state': 42}",0.763,0.025824270388391912,0.6564285714285715,0.04207249079774811,0.9228571428571428,0.038301522923376685,0.7793681011597038,0.032479820655220315,0.61,0.12244650451887296,0.829,0.08874320665219981,0.08874320665219981,0.038301522923376685,0.0803740137211248,0.8979608210421524
4,German,sem pré-processamento,Random Forest,"{'n_estimators': 200, 'random_state': 42}",0.757,0.017120143489615214,0.6483333333333334,0.05087764046696358,0.9199999999999999,0.02733496361684362,0.7751355861493534,0.02963880652994283,0.6233333333333333,0.12909024455077084,0.831,0.08233295024194343,0.08233295024194343,0.02733496361684362,0.07821260408380724,0.905214532243232
5,German,sem pré-processamento,Naive Bayes,{},0.71,0.013631968918297765,0.6880952380952381,0.030985069488242367,0.7428571428571429,0.004882818402322131,0.8253939448930829,0.0269210185231909,0.3666666666666667,0.05708732057416269,0.63,0.04337505875851083,0.04337505875851083,0.004882818402322131,0.026102251085920264,0.9326333275459324
6,German,sem pré-processamento,Decision Tree,"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42}",0.653,0.039674506387102126,0.5997619047619047,0.03604723329287063,0.7328571428571429,0.06472786194282076,0.762223340928762,0.0560969535719521,0.5333333333333333,0.07417043239411661,0.673,0.0822978523694346,0.0822978523694346,0.06472786194282076,0.0694491471684687,0.8822795461799611
7,German,sem pré-processamento,Decision Tree,"{'criterion': 'gini', 'splitter': 'random', 'random_state': 42}",0.643,0.08102974902948012,0.584047619047619,0.07227615425223566,0.7314285714285714,0.05295801025885721,0.7518291946366633,0.1142946108106851,0.5633333333333334,0.10959429824561404,0.681,0.05793316946529742,0.05793316946529742,0.05295801025885721,0.06022352267328826,1.0032402518116803
8,German,sem pré-processamento,Decision Tree,"{'criterion': 'entropy', 'splitter': 'best', 'random_state': 42}",0.679,0.030299051891335804,0.625,0.01704552560651329,0.76,0.061154717881426734,0.7767004366216401,0.04231887492970382,0.51,0.09524576909445329,0.685,0.0905473548049835,0.0905473548049835,0.061154717881426734,0.07820024348794001,0.8733080054681616
9,German,sem pré-processamento,Decision Tree,"{'criterion': 'entropy', 'splitter': 'random', 'random_state': 42}",0.662,0.02691034041013879,0.6128571428571429,0.017623789748981267,0.7357142857142858,0.037271104218855655,0.7706600260241396,0.05442227259059523,0.51,0.02285685805422652,0.6679999999999999,0.028695586910736814,0.028695586910736814,0.037271104218855655,0.01964731446987439,0.9665610183796531
