,dataset,preprocessing,clf_type,params,accuracy,dif_accuracy,balanced_accuracy,dif_balanced_accuracy,recall,dif_recall,precision,dif_precision,fpr,dif_fpr,selection_rate,dif_selection_rate,dif_statistical_parity,dif_equal_opp,dif_avg_odds,disparate_impacto_ratio
0,Compas,sem pré-processamento,Decision Tree,"{'criterion': 'gini', 'splitter': 'best'}",0.623942453345524,0.019410786103194123,0.6158924722154918,0.02438332805099629,0.5350590528609104,0.11286341969017191,0.5909591365818238,0.08096195503722202,0.3032741084299267,0.07021866434381188,0.4076580363472946,0.10767783560820055,0.10767783560820055,0.11286341969017191,0.0915410420169919,1.3258091523676723
1,Compas,sem pré-processamento,Decision Tree,"{'criterion': 'gini', 'splitter': 'random'}",0.6199032624234371,0.03085523854696476,0.6111639081799742,0.03079888067668939,0.5230459045216527,0.10459871229631827,0.588046812991817,0.07831867690999056,0.3007180881617044,0.07181423065946332,0.40082790629201037,0.1041942466963959,0.1041942466963959,0.10459871229631827,0.08809235034646129,1.313545694760466
2,Compas,sem pré-processamento,Decision Tree,"{'criterion': 'entropy', 'splitter': 'best'}",0.6226883903285668,0.024630120568667403,0.6142856656518867,0.041677744414317194,0.5298169170202194,0.13350585927384878,0.590494207459458,0.1027699321216797,0.3012455857164461,0.058323603226507495,0.40417517365886546,0.10922742743081874,0.10922742743081874,0.13350585927384878,0.09591473125017813,1.3331232041860435
3,Compas,sem pré-processamento,Decision Tree,"{'criterion': 'entropy', 'splitter': 'random'}",0.6243538882927,0.032444504674665045,0.6157325982287116,0.03657414864667722,0.5289158353399839,0.1040777407749129,0.5933117382658825,0.09099128659266054,0.2974506388825608,0.06503640031351517,0.40166704762495115,0.0980020271233623,0.0980020271233623,0.1040777407749129,0.08193127401597847,1.298938754034242
4,Compas,sem pré-processamento,KNN,{'n_neighbors': 1},0.5976284378256709,0.03344452867264358,0.5927658075895258,0.037987221921167116,0.5437554944004892,0.08231848760201518,0.554291416945408,0.08958056740893347,0.3582238792214375,0.05995109807840808,0.44174979951263166,0.0849976213768346,0.0849976213768346,0.08231848760201518,0.07113479284021165,1.2281770292754484
5,Compas,sem pré-processamento,KNN,{'n_neighbors': 3},0.625748195613685,0.02259789410680233,0.6190577068198582,0.03246413477025416,0.551780185758514,0.12178233929548885,0.5907682189098274,0.08498318005397856,0.3136647721187977,0.07168335782696819,0.4208747060487137,0.11285245619310183,0.11285245619310183,0.12178233929548885,0.09673284856122852,1.3369967223811599
6,Compas,sem pré-processamento,KNN,{'n_neighbors': 5},0.6402237710221176,0.03685687887937909,0.6328311424251204,0.04269837986522516,0.5585636203799259,0.15363626349811127,0.6100937651470563,0.08654061978141736,0.29290133552968484,0.08951811704157253,0.41252493985378946,0.1349343020046782,0.1349343020046782,0.15363626349811127,0.11819489017540011,1.4319463077580106
7,Compas,sem pré-processamento,KNN,{'n_neighbors': 7},0.6495517606083968,0.025809797668808143,0.6411648987625396,0.03707678747777763,0.5570051217368039,0.1469831701369551,0.6240804436057525,0.08081195194723985,0.2746753242117247,0.08501103791271016,0.40180922900500154,0.13169305738481324,0.13169305738481324,0.1469831701369551,0.113222988445839,1.4354352283173912
8,Compas,sem pré-processamento,Logistic Regression,"{'C': 0.75, 'class_weight': None, 'n_jobs': -1}",0.6758553159177285,0.02785374784900474,0.665602540197939,0.04767879283131861,0.5625826548943162,0.17565268093823277,0.665546312669613,0.06814243260267577,0.2313775744984381,0.09112335107243395,0.3805145648746131,0.15461450070794036,0.15461450070794036,0.17565268093823277,0.13338801600533337,1.5635123809089424
9,Compas,sem pré-processamento,Logistic Regression,"{'C': 0.75, 'class_weight': 'balanced', 'n_jobs': -1}",0.6670848168107206,0.04157007480311068,0.6655780344734027,0.051512728932591824,0.6503860413561136,0.19690332233007696,0.6254962141001724,0.08135318725833714,0.319229972409308,0.12171347312553989,0.4683363616288485,0.1810819276870325,0.1810819276870325,0.19690332233007696,0.15930839772780842,1.5236714739818686
10,Compas,sem pré-processamento,Logistic Regression,"{'C': 1, 'class_weight': None, 'n_jobs': -1}",0.6733479647142232,0.025100643286989,0.6633243541714104,0.04366191416136349,0.5625864770859611,0.17714260481179334,0.6611123115220855,0.06490882438910028,0.23593776874314046,0.09087547873549544,0.3830172670956644,0.1546971666857239,0.1546971666857239,0.17714260481179334,0.1340090417736444,1.5623349924406509
11,Compas,sem pré-processamento,Logistic Regression,"{'C': 1, 'class_weight': 'balanced', 'n_jobs': -1}",0.6687586442017504,0.03722610189541682,0.6672430917010657,0.04620632763911205,0.6519292512326568,0.18873360865377034,0.6272801882901083,0.07127878125154567,0.3174430678305253,0.11890586832432767,0.46805490448278136,0.17633608745428034,0.17633608745428034,0.18873360865377034,0.153819738489049,1.506151176546045
12,Compas,sem pré-processamento,Logistic Regression,"{'C': 1.25, 'class_weight': None, 'n_jobs': -1}",0.6752956946548323,0.028045865783541058,0.6654679532765271,0.044767363052255524,0.5666160226273745,0.17399562668365362,0.6632162416114376,0.06871000366049303,0.23568011607432027,0.09046403737411828,0.38468644550424025,0.15350230027682374,0.15350230027682374,0.17399562668365362,0.13222983202888594,1.5499648089610976
13,Compas,sem pré-processamento,Logistic Regression,"{'C': 1.25, 'class_weight': 'balanced', 'n_jobs': -1}",0.6680611031260532,0.03583699302505812,0.6664333699916147,0.04940819306027379,0.6500668883537821,0.18904408861804356,0.6266183311723987,0.07450211862187595,0.31720014837055255,0.12065176529793016,0.4670842356879138,0.1773308107222968,0.1773308107222968,0.18904408861804356,0.15484792695798688,1.5134133910526864
14,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': 5, 'max_iter': 5000}",0.6714048837560678,0.026576102530657408,0.6609262778677187,0.05165263646871202,0.5554752895310171,0.18187018806724337,0.6611629892904414,0.07811058147305963,0.23362273379557963,0.07856491512981938,0.37855792438430036,0.14918270649201787,0.14918270649201787,0.18187018806724337,0.13021755159853135,1.5424471153470607
15,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': 8, 'max_iter': 5000}",0.6701523703999287,0.018273783055450844,0.6624203708211597,0.040845896309480455,0.5845382792493214,0.1506430974086973,0.6499031587479929,0.06686569036731868,0.25969753760700237,0.08363548936129511,0.4059768480673792,0.1392905491725638,0.1392905491725638,0.1506430974086973,0.11713929338499621,1.4505582153733554
16,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': 15, 'max_iter': 5000}",0.6705661298383317,0.028865883767908496,0.6620477619380463,0.0348517391599895,0.5764877880976952,0.1466449928012729,0.651470509131657,0.061820783081487564,0.2523922642216031,0.09050087902622125,0.39832849710019713,0.1406822907623311,0.1406822907623311,0.1466449928012729,0.11789364346476194,1.4646622326230316
17,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': (10, 5), 'max_iter': 5000}",0.6669509648575669,0.03628766094526624,0.658834343628341,0.04860762529100088,0.5776822229866605,0.15722384744674253,0.6485098232357029,0.07756923463315779,0.2600135357299786,0.08838874476027599,0.4030679410044127,0.1441254289638661,0.1441254289638661,0.15722384744674253,0.12280629610350931,1.4899200303289446
18,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': (8, 5), 'max_iter': 5000}",0.6719606308669188,0.02432973645984644,0.6626923701181227,0.038606645824808626,0.5696775981347704,0.1576798332261691,0.6558339294882964,0.06870752770147749,0.2442928578985252,0.08237942911289396,0.39081670999260043,0.14044265683031876,0.14044265683031876,0.1576798332261691,0.11907318740136046,1.4773439010461327
19,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': (15, 5), 'max_iter': 5000}",0.6658344342382062,0.022495316865073466,0.6580185468444163,0.03977721819103051,0.5792904101211636,0.15652177236485554,0.6470889111668912,0.07657766329416124,0.26325331643233074,0.08382337813009558,0.4055694809798506,0.1410856614901615,0.1410856614901615,0.15652177236485554,0.12017257524747557,1.4529818527749665
20,Compas,sem pré-processamento,MLP,"{'hidden_layer_sizes': (7, 6, 5), 'max_iter': 5000}",0.6709870564580177,0.03212704670994774,0.6615997454869087,0.05334672922326126,0.5672103734281236,0.16746013510660254,0.6565506397451875,0.08543105724976836,0.244010882454306,0.07302829179762264,0.38955257418032624,0.13858072425899182,0.13858072425899182,0.16746013510660254,0.11891790621476814,1.475038333523933
21,Compas,sem pré-processamento,Naive Bayes1,{},0.46903312787413654,0.06931392602693702,0.5129381965311893,0.010994748679252191,0.9542426327256047,0.018621305822005406,0.4570771203413847,0.08392286186548228,0.9283662396632261,0.024035795490982403,0.9400155353497004,0.01998201563256554,0.01998201563256554,0.018621305822005406,0.01846390544744878,1.014476430681814
22,Compas,sem pré-processamento,Naive Bayes2,{'alpha': 0.75},0.6224092576737267,0.04249890950362299,0.6179481384363926,0.053878913264064396,0.5730965485609449,0.15215715564229618,0.582224342249626,0.10440366551154148,0.3372002716881596,0.08064510862001192,0.44341936533641196,0.12410164979044117,0.12410164979044117,0.15215715564229618,0.11081994118410943,1.3544060843120587
23,Compas,sem pré-processamento,Naive Bayes2,{'alpha': 1},0.6238010467958824,0.0421011783007455,0.6191851103014373,0.05521185456394445,0.572786951037725,0.15171662700793492,0.5841074860672786,0.10432947998392272,0.3344167304348503,0.07915173663659505,0.44174941209742713,0.12404988473912078,0.12404988473912078,0.15171662700793492,0.11052866655089606,1.3557327839923263
24,Compas,sem pré-processamento,Naive Bayes2,{'alpha': 1.25},0.624356987614336,0.04190231269930676,0.619746911802364,0.05524305068933307,0.5734061460841647,0.15407987957768532,0.584777590279279,0.10442445228236097,0.33391232247943675,0.07887418275715095,0.4417494120974272,0.1259089587277119,0.1259089587277119,0.15407987957768532,0.11238452402613049,1.361637885585916
25,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 50, 'n_jobs': -1}",0.6420291258750741,0.041325020151243716,0.6366490645250307,0.04832254641860997,0.5823873409012726,0.1461141364754363,0.6074264498419557,0.09134711956007908,0.3090892118512114,0.08600165064333547,0.43214519547034136,0.1343034374986766,0.1343034374986766,0.1461141364754363,0.1160578935593859,1.4002121880132994
26,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 100, 'n_jobs': -1}",0.6417536736646767,0.03405228453697311,0.6356176925025664,0.04433677218441183,0.5737262546344073,0.14417595539498185,0.6089787683878244,0.09020771765725526,0.30249086962927485,0.07439403128248749,0.4246270160118704,0.12664089001444112,0.12664089001444112,0.14417595539498185,0.10928499333873468,1.377689998169996
27,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 150, 'n_jobs': -1}",0.6402228024841062,0.03343616467130532,0.6348712091702233,0.03262007308041276,0.5808422199289073,0.14242134534130413,0.6050517729992455,0.07253611078055719,0.31109980158846057,0.09575999878034838,0.4325606982771646,0.13804205433989322,0.13804205433989322,0.14242134534130413,0.11909067206082624,1.4123409430265945
28,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 200, 'n_jobs': -1}",0.640780680378582,0.038067696885768235,0.6351239292229507,0.04967011130490752,0.5780539311241066,0.15474914308456095,0.6065436502659569,0.09484916565653892,0.3078060726782053,0.08075557745371911,0.42949856850081936,0.13464398998860802,0.13464398998860802,0.15474914308456095,0.11775236026914007,1.4028982713575409
29,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 250, 'n_jobs': -1}",0.6443979761429717,0.03549622173002835,0.6389404939913697,0.04160054569412776,0.5839219508466154,0.14384485179466217,0.6102863351180232,0.08330759023526715,0.30604096286387616,0.08546757079939356,0.43117142735383795,0.13344243237863726,0.13344243237863726,0.14384485179466217,0.11465621129702788,1.3945613872511953
30,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 300, 'n_jobs': -1}",0.6446776899206186,0.03350879384748297,0.6390023774348847,0.03978314424040025,0.581761457019455,0.14374207721720397,0.6113349020671073,0.08371873311354112,0.3037567021496855,0.08398699790369546,0.4289434025127751,0.1325534766718474,0.1325534766718474,0.14374207721720397,0.11386453756044972,1.3943511851692414
31,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 350, 'n_jobs': -1}",0.6416138167758533,0.034987309304298574,0.6361625597144548,0.04131169599045238,0.5811432175209265,0.14582046814832167,0.6070478243682373,0.08181518876097686,0.308818098092017,0.08454225910416518,0.43144668585663304,0.13325527637907206,0.13325527637907206,0.14582046814832167,0.1151813636262434,1.3950753062506123
32,Compas,sem pré-processamento,Random Forest,"{'n_estimators': 400, 'n_jobs': -1}",0.6414755095478477,0.03205649265308946,0.635895832229008,0.04392059973825829,0.5796028742881167,0.14361782497651548,0.6072503882796481,0.08596176683566889,0.3078112098301008,0.08508758794747542,0.43019533474610744,0.13259815526127444,0.13259815526127444,0.14361782497651548,0.11435270646199547,1.3922933758346097
