,dataset,preprocessing,clf_type,params,accuracy,dif_accuracy,balanced_accuracy,dif_balanced_accuracy,recall,dif_recall,precision,dif_precision,fpr,dif_fpr,selection_rate,dif_selection_rate,dif_statistical_parity,dif_equal_opp,dif_avg_odds,disparate_impacto_ratio
0,Compas,RW,Decision Tree,"{'criterion': 'gini', 'splitter': 'best'}",0.6126665401110332,0.02773802818491994,0.6067116290213053,0.025430932622214318,0.5468228031953521,0.09996840846382271,0.5737096804545039,0.08930155923477442,0.33339954515274184,0.064443561001056,0.42950728534292065,0.09493411849072478,0.09493411849072478,0.09996840846382271,0.0800784407822179,1.260339862563749
1,Compas,RW,Decision Tree,"{'criterion': 'gini', 'splitter': 'random'}",0.615312973372953,0.020770998584119283,0.6083751895535998,0.034393009192476155,0.5384760921912625,0.12807193080059248,0.5789379402073421,0.09631326679601784,0.32172571308406306,0.06639631588434476,0.4193411229617118,0.11055520029136368,0.11055520029136368,0.12807193080059248,0.09723412334246859,1.321250874466072
2,Compas,RW,Decision Tree,"{'criterion': 'entropy', 'splitter': 'best'}",0.6140571669875756,0.022965592545380876,0.608089528752545,0.026848883796504363,0.5480564155486756,0.10766811089386122,0.5754092024122671,0.08947056187921965,0.3318773580435856,0.06423963818403429,0.42922776527287587,0.10071689725900734,0.10071689725900734,0.10766811089386122,0.08595387453894773,1.2781257699970272
3,Compas,RW,Decision Tree,"{'criterion': 'entropy', 'splitter': 'random'}",0.6203152784934198,0.037107551881512116,0.6140171974051136,0.0442734867556193,0.5505523066926576,0.104319094334797,0.5836761462311947,0.07969936798355612,0.3225179118824303,0.08267729549337359,0.4251895428888002,0.10948640091022921,0.10948640091022921,0.104319094334797,0.0917544357364054,1.3150358046414108
4,Compas,RW,Logistic Regression,"{'C': 0.75, 'class_weight': None, 'n_jobs': -1}",0.6737657920122733,0.03253035391371739,0.6633154576018973,0.05175759957177427,0.5582616672399954,0.1739462449893752,0.6634632179008417,0.08015189964907667,0.23163075203620082,0.0775237260836592,0.37870320508598676,0.1456721833784354,0.1456721833784354,0.1739462449893752,0.12573498553651724,1.5272854976013983
5,Compas,RW,Logistic Regression,"{'C': 0.75, 'class_weight': 'balanced', 'n_jobs': -1}",0.6669467032903175,0.03305131473631162,0.6651673843808109,0.0478001456533755,0.6472862439322709,0.19248150072545,0.6257518764279205,0.07319561804123367,0.31695147517064887,0.11699952713125686,0.4656928339809624,0.17645770073956124,0.17645770073956124,0.19248150072545,0.15474051392835345,1.510817181377845
6,Compas,RW,Logistic Regression,"{'C': 1, 'class_weight': None, 'n_jobs': -1}",0.6720964198960953,0.029396535538888713,0.6615468285315095,0.04109667359645482,0.5554819783663951,0.15664258359805688,0.6620294263645806,0.06712575090651883,0.23238832130337625,0.08735865589903205,0.37786871273550005,0.1437855540639165,0.1437855540639165,0.15664258359805688,0.12200061974854444,1.5196548614177634
7,Compas,RW,Logistic Regression,"{'C': 1, 'class_weight': 'balanced', 'n_jobs': -1}",0.6654144761565312,0.0392608904944007,0.6637791195387828,0.04709013775659511,0.6472938883155601,0.18808645274854335,0.6239709700438355,0.07249386879495504,0.31973564923799447,0.11930590724475501,0.4672219617931126,0.17568605279837604,0.17568605279837604,0.18808645274854335,0.1536961799966492,1.5045663650401457
8,Compas,RW,Logistic Regression,"{'C': 1.25, 'class_weight': None, 'n_jobs': -1}",0.675018692783617,0.03126280892103678,0.664822159969883,0.048002314533027224,0.5622845239460306,0.1752188027604549,0.6643357786660831,0.0733386755902709,0.23264020400626456,0.08345787147641186,0.38106953715505515,0.1498845061992425,0.1498845061992425,0.1752188027604549,0.12933833711843337,1.5406250624078208
9,Compas,RW,Logistic Regression,"{'C': 1.25, 'class_weight': 'balanced', 'n_jobs': -1}",0.6658326908697859,0.031095288914486742,0.664355103637886,0.04223739817975088,0.6494553376906318,0.18372997044816958,0.6239745099120837,0.06796673591016879,0.32074513041485997,0.11554863577806432,0.4687528329736829,0.17180702660811162,0.17180702660811162,0.18372997044816958,0.14963930311311696,1.4883508387342297
10,Compas,RW,Naive Bayes1,{},0.46764211358238966,0.07215729122111594,0.5115351269938115,0.011230951454218662,0.9526965562053281,0.018857268802142967,0.45633046924006954,0.08502183402081517,0.9296263022177049,0.019184970351713116,0.9400145668116892,0.0167080984707641,0.0167080984707641,0.018857268802142967,0.016858938569569864,1.0077399402194118
11,Compas,RW,Naive Bayes2,{'alpha': 0.75},0.6236623521526725,0.04272572569181231,0.6190556613792229,0.05177872055330466,0.572781217750258,0.14135586301862105,0.5838675826109604,0.10120763115961755,0.3346698949918123,0.07643819182338708,0.44188926898625064,0.11681954084808854,0.11681954084808854,0.14135586301862105,0.1028598927253328,1.329513755808867
12,Compas,RW,Naive Bayes2,{'alpha': 1},0.6239407099771037,0.04284666138711142,0.6191677417343964,0.05047224292583077,0.5712351412299812,0.14063927943410914,0.5844724352717704,0.09927869763103611,0.33289965776118835,0.0798046117589759,0.44021931574726586,0.11800604325565045,0.11800604325565045,0.14063927943410914,0.1037783068358306,1.334752551716282
13,Compas,RW,Naive Bayes2,{'alpha': 1.25},0.6238008530882804,0.04249723670335537,0.6189845583052322,0.05083304132723415,0.5706188128272751,0.14568313908323197,0.5844293056671602,0.10081092222914548,0.3326496962168105,0.07992902720849408,0.43980206957202245,0.12109462544096286,0.12109462544096286,0.14568313908323197,0.10717545251523238,1.3477188135716247
14,Compas,RW,Random Forest,"{'n_estimators': 50, 'n_jobs': -1}",0.6384141546019115,0.032172445238730474,0.6325314159407285,0.045140494955338326,0.573113748423346,0.13882575644399614,0.6045714271200093,0.09765100532393681,0.3080509165418887,0.07253678930583585,0.4274086571801597,0.12280319681306846,0.12280319681306846,0.13882575644399614,0.105681272874916,1.3647098249275016
15,Compas,RW,Random Forest,"{'n_estimators': 100, 'n_jobs': -1}",0.6375765629297887,0.03641439144655582,0.6319059514064251,0.04890446468458779,0.5746598249436227,0.14990418213377127,0.6026547292109707,0.09208842930968304,0.31084792213077256,0.08131521994868567,0.42963745685163157,0.13238177113551375,0.13238177113551375,0.14990418213377127,0.11560970104122845,1.3926433394829834
16,Compas,RW,Random Forest,"{'n_estimators': 150, 'n_jobs': -1}",0.6427295725648049,0.03674313551940802,0.6374015808352265,0.044003685799951696,0.5836219088025073,0.15081035726322484,0.6079757316547288,0.09122340900788246,0.3088187471320543,0.08563679984792924,0.43256050456956235,0.13618967155237274,0.13618967155237274,0.15081035726322484,0.11822357855557705,1.4045460622394745
17,Compas,RW,Random Forest,"{'n_estimators': 200, 'n_jobs': -1}",0.6409186001913832,0.03444271047285898,0.6357756027737251,0.04423478089691678,0.5839219508466155,0.1512511099863515,0.6055087223639645,0.08347729549437338,0.31237074529916525,0.08806566500241061,0.43465119072063096,0.13748846332473647,0.13748846332473647,0.1512511099863515,0.11965838749438104,1.4054597678761467
18,Compas,RW,Random Forest,"{'n_estimators': 250, 'n_jobs': -1}",0.6446767213826073,0.032812739538645906,0.6389743107969488,0.04500165433175233,0.5814547261399686,0.14625906463954977,0.61138133321361,0.08744921726298102,0.30350610454607113,0.08574525588034562,0.4286650446883439,0.13461476186241253,0.13461476186241253,0.14625906463954977,0.11600216025994767,1.4046575900710212
19,Compas,RW,Random Forest,"{'n_estimators': 300, 'n_jobs': -1}",0.6414749284250411,0.0353174932558622,0.6362004852873029,0.04170913771829872,0.5829950693727783,0.1470001361463744,0.606551575170272,0.08246159961188163,0.31059409879817257,0.09169920822293078,0.43325765823005497,0.13786533040275667,0.13786533040275667,0.1470001361463744,0.1193496721846526,1.4107933002942654
20,Compas,RW,Random Forest,"{'n_estimators': 350, 'n_jobs': -1}",0.6411987013842345,0.032814017078090826,0.6356141581524754,0.04670558445264714,0.5792856323816077,0.14761422152957215,0.6070039200684905,0.09155785395235477,0.30805731607665676,0.08009968648780237,0.43019630328411873,0.13136490620319513,0.13136490620319513,0.14761422152957215,0.11385695400868727,1.3897981838061575
21,Compas,RW,Random Forest,"{'n_estimators': 400, 'n_jobs': -1}",0.6418935305535001,0.028948719143187463,0.6365277978091024,0.04264551852323607,0.5823787409700721,0.14610532978695434,0.6073228904673267,0.08377860157803044,0.30932314535186733,0.08859068865853506,0.43228272786793787,0.13576103942303214,0.13576103942303214,0.14610532978695434,0.11734800922274471,1.4047929124475633
22,Compas,RW,Random Forest,"{'n_estimators': 450, 'n_jobs': -1}",0.6418933368458979,0.03536954063634168,0.6364466591756863,0.04478169234033417,0.5814556816878799,0.14034102226705322,0.6075242351489134,0.08703486337916763,0.3085623633365071,0.08628899672269677,0.4314461047338264,0.13202370012126038,0.13202370012126038,0.14034102226705322,0.11331500949487501,1.3898116373754135
23,Compas,RW,Random Forest,"{'n_estimators': 500, 'n_jobs': -1}",0.6420312566586988,0.0329624586917149,0.6366248700650927,0.044473344704755266,0.5820729656384971,0.14417573130621641,0.6074630689507994,0.08390570034832948,0.3088232255083119,0.08131466394684597,0.43186645023070575,0.13078582792320081,0.13078582792320081,0.14417573130621641,0.1127451976265312,1.3853134254442816
24,Compas,RW,Random Forest,"{'n_estimators': 550, 'n_jobs': -1}",0.6441217491021652,0.034112808850454465,0.6389500728410579,0.045857006127897025,0.5867111951993274,0.147796938529165,0.6095038846298889,0.08927747300186649,0.3088110495172115,0.07925634513628069,0.4339526811069227,0.13147050436692628,0.13147050436692628,0.147796938529165,0.11346621555278438,1.3828241079967447
